DATA rows=1777325 orders=1258 riders=3483 bundles=183706 load_sec=1.69478
DUAL lower=5778.4582255988 sec=3.481936501
INITIAL cost=741519784.14001 artificial=41 sec=3.5949621
BEST it=1 cost=687262665.55433 artificial=38 nodes=10001 sec=3.981466416
BEST it=2 cost=633005603.62845 artificial=35 nodes=20002 sec=4.134754778
BEST it=3 cost=560662895.74657 artificial=31 nodes=30003 sec=4.347428265
BEST it=4 cost=524491500.99637 artificial=29 nodes=31244 sec=4.710549548
BEST it=5 cost=488320156.00198 artificial=27 nodes=41245 sec=5.082300644
BEST it=6 cost=452148809.35571 artificial=25 nodes=51246 sec=5.181258644
BEST it=7 cost=434063110.36906 artificial=24 nodes=61247 sec=5.259274167
BEST it=8 cost=397891717.47721 artificial=22 nodes=64602 sec=5.452767365
BEST it=9 cost=379806002.87848 artificial=21 nodes=74603 sec=5.558799077
BEST it=10 cost=307463372.46121 artificial=17 nodes=84604 sec=5.60945209
BEST it=11 cost=289377687.54597 artificial=16 nodes=94605 sec=5.873759243
BEST it=12 cost=271292010.16283 artificial=15 nodes=96926 sec=5.943644754
BEST it=13 cost=253206348.10577 artificial=14 nodes=106927 sec=6.023691747
BEST it=14 cost=235120671.14191 artificial=13 nodes=107279 sec=6.028336343
BEST it=15 cost=217034979.96931 artificial=12 nodes=107985 sec=6.039570565
BEST it=16 cost=198949321.10326 artificial=11 nodes=117986 sec=6.078093247
BEST it=17 cost=180863635.31821 artificial=10 nodes=118118 sec=6.07963929
BEST it=18 cost=162777971.93486 artificial=9 nodes=128119 sec=6.169810331
BEST it=20 cost=144692303.56272 artificial=8 nodes=148121 sec=6.494123691
BEST it=21 cost=126606647.93197 artificial=7 nodes=158122 sec=6.544278958
BEST it=22 cost=108520991.91085 artificial=6 nodes=168123 sec=6.574666116
BEST it=23 cost=90435341.004693 artificial=5 nodes=178124 sec=6.937102168
BEST it=24 cost=72349678.835387 artificial=4 nodes=188125 sec=7.257338559
BEST it=25 cost=54264020.357159 artificial=3 nodes=198126 sec=7.615721431
BEST it=28 cost=36178354.039093 artificial=2 nodes=213149 sec=8.217129863
BEST it=29 cost=36178343.738059 artificial=2 nodes=223150 sec=8.276557703
BEST it=30 cost=6939.7169840391 artificial=0 nodes=233151 sec=8.370443976
BEST it=31 cost=6866.7871155188 artificial=0 nodes=237152 sec=8.751562482
BEST it=32 cost=6864.0532932966 artificial=0 nodes=237474 sec=8.76530706
BEST it=33 cost=6850.4832488521 artificial=0 nodes=237485 sec=8.768267363
BEST it=34 cost=6834.7797155188 artificial=0 nodes=237493 sec=8.778035723
BEST it=35 cost=6825.8636155188 artificial=0 nodes=237510 sec=8.780713378
BEST it=36 cost=6811.6799821854 artificial=0 nodes=238563 sec=9.081943765
BEST it=37 cost=6786.287343185 artificial=0 nodes=238671 sec=9.097346776
BEST it=38 cost=6757.8292971867 artificial=0 nodes=239915 sec=9.185261005
BEST it=39 cost=6737.7961582978 artificial=0 nodes=240001 sec=9.191394713
BEST it=40 cost=6735.4354916311 artificial=0 nodes=240018 sec=9.194777291
BEST it=41 cost=6713.5238998685 artificial=0 nodes=240075 sec=9.220869822
BEST it=42 cost=6710.0147665352 artificial=0 nodes=240110 sec=9.255213153
BEST it=43 cost=6699.0609973369 artificial=0 nodes=240165 sec=9.286789437
BEST it=44 cost=6694.0145449285 artificial=0 nodes=240562 sec=9.291600501
BEST it=45 cost=6646.8949860217 artificial=0 nodes=242247 sec=9.302417646
BEST it=46 cost=6628.0377240009 artificial=0 nodes=242718 sec=9.350377723
BEST it=48 cost=6583.6044383876 artificial=0 nodes=243290 sec=9.377089326
BEST it=49 cost=6579.2426050542 artificial=0 nodes=247291 sec=9.393482549
