row_id	orders	rider	cost
4740	96	712	1.9959555555555561
9510	189	298	2.8029444444444445
31650	83,176,224,262	397	0.16000000000000014
33691	66	27	0.33999999999999986
113880	122	504	3.7839999999999998
119879	117,151	1078	1.9719999999999995
163709	202	58	0.76399999999999935
226920	206,226	56	6.9298777777777776
304049	240	961	0.46671111111111108
306749	163,266	677	1.9957902777777776
333239	211	354	0.78200000000000003
367499	272	218	0.6980000000000004
482939	119,222	611	2.7839999999999998
542821	103	235	2.3404999999999991
561509	166	352	4.0640000000000001
675779	289	1039	1.1039999999999992
742919	110	65	0.47199999999999953
853981	182	398	0.25199999999999978
857191	244	756	1.5240000000000011
873242	52,57	125	5.9953444444444459
957751	107	787	2.6182222222222222
1036861	72,147,150	602	13.5261
1057921	257	959	4.0415999999999999
1062001	42	703	0.46587777777777772
1075921	15	240	4.3047555555555554
1095452	100	1061	0.21200000000000063
1099621	180	320	1.6680000000000001
1174442	137	593	2.6460000000000004
1194811	47,173	255	0.91800000000000015
1262371	141,204	763	1.6719999999999999
1265911	124	210	5.700000000000002
1299451	183	494	0.065999999999999837
1386002	80	901	2.4779999999999998
1468351	181	828	0.86399999999999899
1491961	24,63,284	1031	3.6769777777777772
1562251	65,205	271	2.2420000000000004
1581631	282	362	1.3819999999999997
1696111	199,235	141	7.9480000000000004
1710962	116	180	1.1639999999999997
1782541	18	86	0.013999999999999346
1869151	87,144	657	1.8713444444444445
1896601	142	519	1.0999999999999996
1969801	82	407	3.4052777777777781
1970942	99	0	0.049999999999999822
1980181	48,143	1050	7.1813777777777776
2029951	127,136,191	1011	2.2109277777777789
2060191	215,227	885	4.9158444444444447
2208601	238	868	1.0889999999999984
2271031	250,290	563	6.5556111111111104
2285071	228	935	0.76600000000000001
2373122	152	954	1.1240000000000006
2383861	71	740	0.4399999999999995
2414101	54	962	1.8380000000000003
2425051	260	95	1.7932111111111109
2478721	84,135,198	236	0.36102222222222297
2490511	44	792	0.68599999999999994
2502181	265	129	0.55000000000000027
2522881	85	479	1.6639999999999988
2533111	270	191	0.026000000000001577
2546611	241	1097	1.9160000000000004
2589811	185	1028	0.21399999999999952
2600401	121,242	509	6.4299999999999997
2600821	49,69,232	496	6.3840000000000003
2721633	67	694	1.7088999999999994
2727333	171	636	0.24799999999999933
2733453	101,140	862	2.1214555555555554
2733633	285	52	4.0417555555555538
2765853	128,276	18	10.040044444444447
2844184	56	262	2.7799999999999994
2848085	126	186	0.016000000000000014
2850183	168	29	0.016000000000000014
3035192	184	931	1.7189444444444444
3105092	50	203	2.1722111111111131
3125612	146	15	0.45974814814814791
3190262	213	949	3.553211111111112
3194882	2	544	0.05600000000000005
3252812	229	444	0.67321111111111054
3282152	208	752	1.0026111111111113
3337712	92	836	8.2140000000000022
3403924	186	46	2.5218268832391728
3474694	76	80	0.3910357599254537
3563734	61,197,256	172	9.3140000000000001
3598864	94,248	151	3.6500000000000004
3624634	288	955	0.010523809523807159
3643864	114,278	797	4.2025164609053514
3667894	10,41	213	0.54399999999999959
3671524	11	460	2.0208444444444447
3728105	164,167,251	170	14.578000000000001
3755314	145	168	0.14800000000000058
3765334	45	7	5.0966333333333349
3807784	81,112,209	1042	11.842000000000001
3912814	138,175,274	355	7.0357888888888898
3935494	77	1101	0.14321703163016974
3948214	89,165	272	2.0420000000000016
3976536	263	841	2.5514416666666682
3988716	217,247	124	0.13560000000000011
4037797	261	769	6.0020000000000016
4063927	179	194	0.1540000000000008
4095578	200	1081	2.1727549705382536
4109617	170	684	0.049877777777777778
4152157	158,212	890	6.044144444444445
4218157	192	1070	1.3399999999999999
4241137	86,133	609	8.7016111111111112
4266607	233	771	1.284
4299397	271	751	0.3879999999999999
4300807	4	207	2.1059999999999999
4316077	3	1082	0.55600000000000005
4350487	90,172	908	4.2000111111111096
4435387	193,280	414	1.0064111111111114
4435507	231	276	3.0220000000000002
4524668	177	59	2.6365888888888893
4635486	243	10	2.0921437352245866
4636206	236,254	857	3.4625444444444442
4668516	277	560	0.55799999999999983
4683666	275	711	0.70800000000000007
4735447	95	204	1.580000000000001
4753807	153	550	0.037999999999999812
4808196	14	261	2.3505111111111106
4839247	21	245	0.46401111111111198
4856766	74	714	4.5139999999999993
4870656	28	44	0.41000000000000014
4900296	125,223	521	1.1100000000000003
4907976	162	556	0.68413333333333415
4911636	230	603	1.6993444444444443
4915116	75,161	457	2.3453444444444442
4915596	58,221	224	1.1120000000000001
4945295	281	764	2.913732041857414
5005925	269	333	1.9492111111111108
5126045	68,218	253	5.2779999999999996
5135405	105	292	1.0689444444444438
5210585	155,225	243	7.4955558613659541
5251835	78,255,258	119	7.8471666666666682
5272355	130,239	956	9.8780000000000001
5329355	283	454	1.6220000000000008
5330765	22	1089	3.7117111111111099
5339525	195	687	5.0519777777777781
5340905	104,157	73	7.4000000000000004
5356535	220	489	0.1649000000000001
5401206	201	37	2.1919999999999997
5437026	286	423	3.3219999999999992
5452955	8	111	0.036000000000000476
5540105	13,279	765	0.27000000000000002
5554055	97,134	1018	3.2398777777777781
5599625	73,88,108	729	7.5465930682976561
5644987	159	241	0.65934444444444484
5716354	149,252,287	791	9.7068444444444442
5723915	203	100	0.22999999999999865
5767834	9,37,46,234	286	4.2060000000000004
5818746	249	157	0.28399999999999981
5879765	245	910	3.9420000000000011
5935025	120	861	3.3723683865290779
5959505	0	540	2.3933777777777787
5961126	27	772	3.9359999999999995
5976665	31	383	0.68800000000000017
6137944	187	13	0.68884444444444459
6161014	32	507	2.4160000000000004
6177425	60	474	2.5760000000000001
6202024	237	608	1.306
6220864	5	708	0.010000000000000675
6381184	132	400	4.3900000000000006
6382024	154	430	0.88399999999999945
6405994	23	525	0.81263333333333487
6425284	102	363	0.20399999999999974
6445744	19,91,109	163	2.694
6530374	53	621	0.04560000000000132
6560435	35	656	2.8926777777777772
6611554	131	450	0.088000000000000078
6707404	210	1021	1.177999999999999
6744724	1,190	466	1.004
6852424	40	719	1.1739999999999995
6940683	259	228	0.28000000000000114
6998193	55,98	51	2.2082222222222221
7042564	156	510	0.54401111111111111
7075143	194	738	0.0063437185929647311
7079643	273	818	0.065999999999999837
7130493	17,39	144	3.3019166674945093
7144083	34	1034	0.24935754290876275
7177593	93	986	0.38679999999999859
7186054	253	280	3.3289000000000013
7194663	123	319	0.089066666666667182
7198773	207	951	3.3840000000000003
7205853	43	374	3.1224999999999996
7271043	115	750	0.25799999999999912
7294263	264	299	3.0596111111111108
7405293	38	758	1.3659999999999997
7451103	30	455	2.1980000000000004
7470543	113	135	1.4440444444444454
