row_id	orders	rider	cost
1917674	722	3034	0.10672222222222194
1919304	1052	1084	0.42399999999999949
1926690	1146	2924	5.1385555555555555
1930955	703	85	1.6120000000000001
1932803	1050	798	4.0421000000000005
1934977	220	2764	4.289600000000001
1946905	1182	758	14.316000000000001
1951891	53,169,343,1023	494	19.540500000000002
1954643	146	3101	13.362000000000002
1955172	254	3333	19.175999999999998
1955449	295	1416	4.2185000000000006
1961731	334,438,670,1071	1109	4.3579999999999997
1962293	368	2505	1.0800000000000001
1962786	466	1842	14.184000000000001
1965352	985	2847	3.9046777777777768
1965955	1108	1249	4.0579666666666681
1968699	47,183,407,849	1438	23.893317447819022
1969371	551	3062	0.22799999999999976
1970037	673	952	5.0990874074074073
1971193	875	3385	2.1978205713673158
1972962	234,478,1221	3052	18.18601111111111
1980966	327	1497	0.75800000000000001
1982014	557,943,1149	2999	13.859999999999999
1983763	891	2739	3.9036
1987344	880,1192	1182	12.731999999999999
1987903	475	2372	2.3079999999999998
1987947	322,568	148	6.2173055677010254
1989857	93,253	1900	8.6099999999999994
1995320	10,491,650,881	82	8.1120000000000001
1997336	1046	64	11.872
2005135	1217	1048	3.7294331168831172
2009642	866	768	0.12573333333333314
2011777	3	1632	7.8583111111111128
2011932	25	2806	0.36217777777777682
2012876	210	2293	5.0620000000000012
2014626	573	2637	14.416
2017944	1211	2503	1.4500000000000002
2021399	678	678	0.8469000000000021
2025372	198	924	1.5902777777777781
