row_id	orders	rider	cost
880	91	888	10.666
2907	111,232	3145	1.8919999999999995
3188	349	105	3.7951111111111118
6643	673	3634	0.45400000000000063
13251	104	2266	2.3029444444444445
14205	213	1524	1.4599999999999991
14751	256	3531	2.298
19474	306,471,528	2527	14.190779151952395
21739	1015	2151	32.023944444444453
22209	1061	2985	0.83000000000000007
23739	1227	1798	0.70399999999999885
24958	142	780	8.8499999999999996
38454	35,440	2761	4.5378222222222231
39752	475	99	0.027999999999999581
41426	634	1407	22.27
44730	1012	2618	4.0740000000000007
47189	43	3669	2.3153731721358639
49720	339	1259	0.72199999999999953
52006	556	179	0.25996666666666601
60713	524,791	3514	3.7119999999999997
61608	919,1095	610	3.3061000000000003
70120	1210	770	4.5839999999999996
70713	37	3262	0.95534444444444411
76713	299,592,961,1053	3672	19.543877777777784
82693	81	1673	18.617999999999999
84681	853,1136	1637	2.6140000000000003
84993	329	1416	0.14199999999999946
94181	645,1212	25	3.8419999999999996
95437	239	588	0.21799999999999997
97066	425	448	0.60599999999999987
98093	515	1372	14.580000000000002
101494	888	1532	0.024233333333333329
111515	61,1035	2079	6.9480000000000004
117876	547,1166	827	6.2090666684526816
120697	197,1022,1193	251	16.884
120841	463	225	2.8299999999999983
135036	764	3036	1.8260000000000005
140499	119	2578	6.596000000000001
141292	221	3355	0.33399999999999963
143674	459	1830	1.1160000000000014
145183	611	1406	5.7160000000000011
145547	643	3194	1.1535111111111116
146564	767	2913	0.18599999999999994
154808	445	808	4.5720000000000001
157155	85,304	496	18.254000000000001
160195	1011	2248	17.296044444444444
167451	542	2914	4.8428555555555546
168055	614	847	10.304000000000002
168731	241,295,555	753	13.598000000000003
169766	841	2187	3.3094545745319244
170221	882	1614	10.731999999999999
171707	1027	3465	0.08799999999999919
174253	66	1510	2.2680000000000007
175208	830,1121	949	9.016
182436	923	2205	2.3879999999999999
187042	410,990,1112	3397	10.314
191960	762	741	10.69
197195	108	649	3.4057444444444447
199957	770,1123	3227	5.9011111111111108
201461	184,1042,1235	175	28.011487558216899
201657	548	1170	5.3680000000000021
217664	70,812	1599	3.9099046658062515
218384	1054	2111	1.3739999999999997
226218	588	1489	0.78200000000000003
239632	747	2620	4.6640444444444444
240153	589,1159	2607	2.0660000000000007
242056	1006	2317	13.416
253568	1007	2326	1.3213444444444442
257178	160	1060	1.1440000000000001
260547	97,492,531,620	832	8.7656111111111095
260731	366,586,657,1109	3022	4.3281999999999998
265921	1098	1215	0.6819999999999995
270790	434	3555	0.13667777777777645
275124	898	2398	0.5828444444444445
